rainfall,tamanho_medio,vento_vel,massaPM1,massaPM2,irr,massaPM4,numPM4,massaPM10,numPM2,hora_minuto,tipo,temp,numPM1,vento_dir,numPM10,dia_mes_ano
0.75,0.0,0.49,6.98,0.23,0.0,0.0,0.0,0.0,0.16,230900,station,24.81,57.57,135.0,0.0,20191003.0
0.75,0.0,0.47,6.69,0.22,0.0,0.0,0.0,0.0,0.15,231000,station,24.94,55.22,135.0,0.0,20191003.0
0.75,0.0,0.47,6.73,0.22,0.0,0.0,0.0,0.0,0.15,231100,station,24.88,55.53,135.0,0.0,20191003.0
0.75,0.0,0.46,6.54,0.22,0.0,0.0,0.0,0.0,0.15,231200,station,24.88,53.97,135.0,0.0,20191003.0
0.75,0.0,0.45,7.01,0.23,0.0,0.0,0.0,0.0,0.16,231300,station,24.81,57.86,135.0,0.0,20191003.0
0.75,0.0,0.46,7.46,0.25,0.0,0.0,0.0,0.0,0.17,231400,station,24.88,61.52,135.0,0.0,20191003.0
0.75,0.0,0.47,8.97,0.3,0.0,0.0,0.0,0.0,0.2,231500,station,25.25,73.99,135.0,0.0,20191003.0
0.75,0.0,0.49,9.35,0.31,0.0,0.0,0.0,0.0,0.21,231600,station,25.38,77.12,135.0,0.0,20191003.0
0.75,0.0,0.48,10.27,0.34,0.0,0.0,0.0,0.0,0.23,231700,station,25.44,84.77,135.0,0.0,20191003.0
0.75,0.0,0.48,9.9,0.33,0.0,0.0,0.0,0.0,0.22,231800,station,25.69,81.7,135.0,0.0,20191003.0
0.75,0.0,0.49,10.09,0.34,0.0,0.0,0.0,0.0,0.23,231900,station,25.75,83.26,135.0,0.0,20191003.0
0.75,0.0,0.5,9.32,0.31,0.0,0.0,0.0,0.0,0.21,232000,station,25.44,76.92,135.0,0.0,20191003.0
0.75,0.0,0.49,9.34,0.31,0.0,0.0,0.0,0.0,0.21,232100,station,25.19,77.04,135.0,0.0,20191003.0
0.75,0.0,0.5,9.61,0.32,0.0,0.0,0.0,0.0,0.22,232200,station,25.0,79.27,135.0,0.0,20191003.0
0.75,0.0,0.5,9.2,0.31,0.0,0.0,0.0,0.0,0.21,232300,station,24.94,75.91,135.0,0.0,20191003.0
0.75,0.0,0.48,9.42,0.31,0.0,0.0,0.0,0.0,0.21,232400,station,24.94,77.73,135.0,0.0,20191003.0
0.75,0.0,0.5,9.3,0.31,0.0,0.0,0.0,0.0,0.21,232500,station,24.75,76.76,135.0,0.0,20191003.0
0.75,0.0,0.49,9.78,0.33,0.0,0.0,0.0,0.0,0.22,232600,station,24.56,80.69,135.0,0.0,20191003.0
0.75,0.0,0.49,9.12,0.3,0.0,0.0,0.0,0.0,0.21,232700,station,24.62,75.25,135.0,0.0,20191003.0
0.75,0.0,0.47,9.31,0.31,0.0,0.0,0.0,0.0,0.21,232800,station,24.5,76.85,135.0,0.0,20191003.0
0.75,0.0,0.51,9.46,0.31,0.0,0.0,0.0,0.0,0.21,232900,station,24.5,78.02,135.0,0.0,20191003.0
0.75,0.0,0.53,10.37,0.35,0.0,0.0,0.0,0.0,0.24,233000,station,24.62,85.58,135.0,0.0,20191003.0
0.75,0.0,0.5,9.98,0.33,0.0,0.0,0.0,0.0,0.23,233100,station,24.5,82.32,135.0,0.0,20191003.0
0.75,0.0,0.5,9.81,0.33,0.0,0.0,0.0,0.0,0.22,233200,station,24.38,80.95,135.0,0.0,20191003.0
0.75,0.0,0.5,10.18,0.34,0.0,0.0,0.0,0.0,0.23,233300,station,24.19,84.02,135.0,0.0,20191003.0
0.75,1.33,0.49,11.03,0.37,0.0,0.0,0.0,0.0,0.25,233400,station,24.0,90.99,135.0,0.0,20191003.0
0.75,1.33,0.51,11.96,0.4,0.0,0.0,0.0,0.0,0.27,233500,station,23.81,98.65,135.0,0.0,20191003.0
0.75,0.0,0.49,11.35,0.38,0.0,0.0,0.0,0.0,0.26,233600,station,23.94,93.64,135.0,0.0,20191003.0
0.75,0.0,0.5,10.21,0.34,0.0,0.0,0.0,0.0,0.23,233700,station,23.81,84.19,135.0,0.0,20191003.0
0.75,0.0,0.51,9.89,0.33,0.0,0.0,0.0,0.0,0.22,233800,station,23.94,81.6,135.0,0.0,20191003.0
0.75,0.0,0.49,10.54,0.35,0.0,0.0,0.0,0.0,0.24,233900,station,24.12,86.96,135.0,0.0,20191003.0
0.75,2.66,0.5,10.39,0.35,0.0,0.0,0.0,0.0,0.24,234000,station,24.12,85.72,135.0,0.0,20191003.0
0.75,2.66,0.49,9.81,0.33,0.6,0.0,0.0,0.0,0.22,234100,station,23.88,80.97,135.0,0.0,20191003.0
0.75,0.0,0.49,9.54,0.32,0.0,0.0,0.0,0.0,0.22,234200,station,23.81,78.7,135.0,0.0,20191003.0
0.75,0.0,0.51,9.59,0.32,0.0,0.0,0.0,0.0,0.22,234300,station,23.88,79.1,135.0,0.0,20191003.0
0.75,0.0,0.49,9.72,0.32,0.0,0.0,0.0,0.0,0.22,234400,station,23.81,80.2,135.0,0.0,20191003.0
0.75,0.0,0.5,10.6,0.35,0.0,0.0,0.0,0.0,0.24,234500,station,23.81,87.46,135.0,0.0,20191003.0
0.75,0.0,0.5,10.42,0.35,0.0,0.0,0.0,0.0,0.24,234600,station,23.81,85.97,135.0,0.0,20191003.0
0.75,0.0,0.49,10.39,0.35,0.0,0.0,0.0,0.0,0.24,234700,station,23.81,85.71,135.0,0.0,20191003.0
0.75,0.0,0.5,11.03,0.37,0.0,0.0,0.0,0.0,0.25,234800,station,23.69,91.04,135.0,0.0,20191003.0
0.75,0.0,0.5,10.17,0.34,0.0,0.0,0.0,0.0,0.23,234900,station,23.94,83.89,135.0,0.0,20191003.0
0.75,0.0,0.49,11.31,0.38,0.0,0.0,0.0,0.0,0.26,235000,station,23.81,93.27,135.0,0.0,20191003.0
0.75,0.0,0.49,10.18,0.34,0.0,0.0,0.0,0.0,0.23,235100,station,24.06,83.95,135.0,0.0,20191003.0
0.75,0.0,0.48,10.91,0.36,0.0,0.0,0.0,0.0,0.25,235200,station,24.0,89.97,135.0,0.0,20191003.0
0.75,0.0,0.47,11.01,0.37,0.0,0.0,0.0,0.0,0.25,235300,station,24.0,90.82,135.0,0.0,20191003.0
0.75,0.0,0.48,11.8,0.39,0.0,0.0,0.0,0.0,0.27,235400,station,24.12,97.38,135.0,0.0,20191003.0
0.75,0.0,0.46,10.41,0.35,0.0,0.0,0.0,0.0,0.24,235500,station,24.0,85.91,135.0,0.0,20191003.0
0.75,0.0,0.48,10.4,0.35,0.0,0.0,0.0,0.0,0.24,235600,station,24.0,85.78,135.0,0.0,20191003.0
0.75,0.0,0.48,11.4,0.38,0.0,0.0,0.0,0.0,0.26,235700,station,23.81,94.07,135.0,0.0,20191003.0
0.75,0.0,0.48,11.21,0.37,0.0,0.0,0.0,0.0,0.25,235800,station,23.94,92.45,135.0,0.0,20191003.0
0.75,0.0,0.47,10.9,0.36,0.0,0.0,0.0,0.0,0.25,235900,station,23.81,89.96,135.0,0.0,20191003.0
