dia_mes_ano,m,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,n
20191023,0,010000,0,2.062666666666667,0.06933333333333334,0,0,17.024,0.04533333333333334,0,0,0.42866666666666664,-127,105,4.522,15
20191023,1,011500,0,2.1813333333333333,0.07200000000000001,0,0,17.996,0.04933333333333333,0,0,0.44466666666666665,-127,168,2.8373333333333335,15
20191023,2,013000,0.078,2.0493333333333332,0.07,0,0,16.902,0.046,0,0,0.44333333333333336,-127,189,2.216666666666667,15
20191023,3,014500,0,1.9666666666666666,0.06466666666666666,0,0,16.236,0.044000000000000004,0,0,0.4553333333333333,-127,315,1.33,15
20191023,0,020000,0,1.918,0.06466666666666666,0,0,15.82,0.043333333333333335,0,0,0.43733333333333335,-127,231,2.128,15
20191023,1,021500,0,1.8526666666666667,0.06266666666666666,0,0,15.27,0.04133333333333333,0,0,0.42533333333333334,-127,126,2.8373333333333335,15
20191023,2,023000,0,1.894,0.062,0,0,15.623333333333333,0.042,0,0,0.424,-127,0,0,15
20191023,3,024500,0,1.792,0.060000000000000005,0,0,14.790000000000001,0.042,0,0,0.43066666666666664,-127,0,0,15
20191023,0,030000,0,1.9133333333333333,0.06466666666666666,0,0,15.779333333333334,0.043333333333333335,0,0,0.43533333333333335,-127,0,0,15
20191023,1,031500,0,1.9246666666666667,0.06466666666666666,0,0,15.89,0.044000000000000004,0,0,0.43533333333333335,-127,231,0,15
20191023,2,033000,0,1.832,0.062,0,0,15.11,0.04133333333333333,0,0,0.444,-127,315,0,15
20191023,3,034500,0.078,1.9446666666666668,0.06533333333333334,0,0,16.046,0.04533333333333334,0,0,0.442,-127,315,0,15
20191023,0,040000,0,1.9866666666666666,0.066,0,0,16.394,0.046,0,0,0.43066666666666664,-127,315,0,15
20191023,1,041500,0,1.9186666666666667,0.06333333333333334,0,0,15.83,0.044000000000000004,0,0,0.43733333333333335,-127,315,0.3546666666666667,15
20191023,2,043000,0,1.79,0.06066666666666667,0,0,14.768666666666666,0.04,0,0,0.444,-127,210,0.9753333333333334,15
20191023,3,044500,0,1.7913333333333332,0.059333333333333335,0,0,14.767333333333333,0.04,0,0,0.44133333333333336,-127,0,0.798,15
20191023,0,050000,1.5133333333333332,1.6646666666666667,0.05533333333333333,0,0,13.748666666666667,0.03933333333333333,0,0,0.45333333333333337,-127,252,0.7093333333333334,15
20191023,1,051500,28.832666666666665,1.6573333333333333,0.05533333333333333,0,0,13.674,0.03933333333333333,0,0,0.43866666666666665,-127,315,0,15
20191023,2,053000,64.838,1.852,0.062,0,0,15.275333333333332,0.042666666666666665,0,0,0.46,-127,315,0.08866666666666667,15
20191023,3,054500,101.23933333333333,2.0693333333333332,0.06933333333333333,0,0,17.072666666666667,0.04733333333333334,0,0,0.44466666666666665,-127,315,0.08866666666666667,15
20191023,0,060000,197.65200000000002,1.6913333333333334,0.05666666666666667,0,0,13.956666666666667,0.037333333333333336,0,0,0.44533333333333336,-127,315,4.078666666666667,15
20191023,1,061500,208.22,1.6173333333333333,0.05333333333333334,0,0,13.348,0.036,0,0,0.44533333333333336,-127,231,8.157333333333334,15
20191023,2,063000,215.78666666666666,1.8466666666666667,0.06266666666666666,0,0,15.238666666666667,0.042666666666666665,0,0,0.44666666666666666,-127,189,7.448,15
20191023,3,064500,272.8,1.62,0.05333333333333334,0,0,13.360666666666667,0.03666666666666667,0,0,0.44333333333333336,-127,189,12.147333333333334,15
20191023,0,070000,385.65,1.5966666666666667,0.05266666666666667,0,0,13.182,0.036,0,0,0.43533333333333335,-127,189,10.374,15
20191023,1,071500,449.96733333333333,1.4813333333333334,0.05,0,0,12.215333333333334,0.034,0,0,0.42133333333333334,-127,168,10.64,15
20191023,2,073000,467.84,1.4773333333333334,0.048,0,0,12.186666666666667,0.03333333333333333,0,0,0.42466666666666664,-127,231,15.871333333333334,15
20191023,3,074500,602.8706666666667,1.624,0.05333333333333334,0,0,13.402,0.037333333333333336,0,0,0.4593333333333333,-127,252,13.3,15
20191023,0,080000,658.188,1.662,0.05533333333333333,0,0,13.711333333333334,0.038,0,0,0.442,-127,252,12.324666666666667,15
20191023,1,081500,706.9806666666667,1.688,0.05533333333333333,0,0,13.928,0.037333333333333336,0,0,0.442,-127,147,13.654666666666667,15
20191023,2,083000,755.2506666666667,1.72,0.056666666666666664,0,0,14.195333333333334,0.03866666666666667,0,0,0.426,-127,168,14.009333333333334,15
20191023,3,084500,811.35,1.738,0.05733333333333333,0,0,14.331999999999999,0.03866666666666667,0,0,0.42866666666666664,-127,84,13.654666666666667,15
