dia_mes_ano,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,n.x,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,n.y,P_DC
20191005,160000,69.74,2.44,0.08,0,0,20.1,0.06,0,0,0.47,22.99,234,17.47,15,79,3.52,217.69,765.13,1.44,550.01,15,792.01
20191005,161500,61.28,4.18,0.14,0,0,34.49,0.09,0,0,0.45,22.67,225,17.73,15,65.33,2.91,217.71,632.2,1.2,548.37,15,658.04
20191005,163000,57.31,5.61,0.19,0,0,46.29,0.13,0,0,0.46,22.66,213,12.32,15,58.87,2.71,218.11,589.07,1.1,560.82,15,616.9
20191005,164500,79.92,6.36,0.21,0,0,52.47,0.14,0,0,0.46,23.1,213,10.37,15,72,3.45,217.61,747.53,1.41,545.47,15,769.11
20191005,170000,51.63,5.49,0.18,0,0,45.28,0.12,0,0,0.48,22.96,219,11.35,15,50.53,2.29,218.25,497.47,0.97,534.89,15,518.84
20191005,171500,13.68,5.24,0.18,0,0,43.2,0.12,0,0,0.47,22.71,219,9.66,15,19.53,0.73,217.43,156,0.35,504.9,15,176.71
20191005,173000,1.16,4.18,0.14,0,0,34.49,0.09,0,0,0.46,22.66,216,12.86,15,5.6,0.17,216.05,26.8,0.1,465.87,15,46.59
20191005,174500,0.17,4,0.13,0,0,32.97,0.09,0,0,0.46,22.26,213,8.42,15,0,0.1,215.6,0,0,270.44,15,0
20191005,180000,0,4.37,0.15,0,0,36.05,0.1,0,0,0.48,22.09,210,8.87,15,0,0.1,215.6,0,0,48.86,15,0
20191005,181500,0.04,4.82,0.16,0,0,39.73,0.11,0,0,0.47,21.92,213,10.02,15,0,0.1,215.6,0,0,43.16,15,0
20191005,183000,0,5.46,0.18,0,0,45.06,0.12,0,0,0.48,21.71,198,6.03,15,0,0.1,215.6,0,0,43.24,15,0
20191005,184500,0.08,4.96,0.16,0,0,40.93,0.11,0,0,0.46,21.49,207,9.75,15,0,0.1,215.6,0,0,43.29,15,0
20191005,190000,0.21,3.89,0.13,0,0,32.14,0.09,0,0,0.48,21.29,201,9.13,15,0,0.1,215.6,0,0,42.74,15,0
20191005,191500,0.04,3.68,0.12,0,0,30.34,0.08,0,0,0.49,21.1,201,7.09,15,0,0.1,215.6,0,0,43.64,15,0
20191005,193000,0,6.33,0.21,0,0,52.25,0.14,0,0,0.48,21,213,12.95,15,0,0.1,215.6,0,0,43.93,15,0
20191005,194500,0.21,4.56,0.15,0,0,37.62,0.1,0,0,0.48,20.98,204,14.9,15,0,0.1,215.6,0,0,43.85,15,0
20191005,200000,0.04,3.5,0.12,0,0,28.86,0.08,0,0,0.45,20.97,222,13.57,15,0,0.1,215.6,0,0,44.65,15,0
20191005,201500,0,3.78,0.13,0,0,31.16,0.09,0,0,0.46,20.81,222,11.7,15,0,0.1,215.6,0,0,44.1,15,0
20191005,203000,0,3.41,0.11,0,0,28.13,0.08,0,0,0.47,20.81,204,9.66,15,0,0.1,215.6,0,0,45.05,15,0
20191005,204500,0.17,2.82,0.09,0,0,23.24,0.06,0,0,0.46,20.8,195,8.42,15,0,0.1,215.6,0,0,45.56,15,0
20191005,210000,0.04,3.4,0.11,0,0,28.07,0.08,0,0,0.49,20.75,201,8.69,15,0,0.1,215.6,0,0,44.99,15,0
20191005,211500,0.17,2.82,0.09,0,0,23.3,0.07,0,0,0.47,20.63,198,10.82,15,0,0.1,215.6,0,0,45.9,15,0
20191005,213000,0.44,3.31,0.11,0,0,27.31,0.07,0,0,0.47,20.5,207,13.3,15,0,0.1,215.6,0,0,46.3,15,0
20191005,214500,0,3.42,0.11,0,0,28.2,0.08,0,0,0.45,20.18,213,12.68,15,0,0.1,215.6,0,0,46.81,15,0
20191005,220000,0.08,3.85,0.13,0,0,31.74,0.09,0,0,0.45,20.02,219,12.86,15,0,0.1,215.6,0,0,45.8,15,0
20191005,221500,0.12,4.09,0.14,0,0,33.71,0.09,0,0,0.45,19.99,201,11.88,15,0,0.1,215.6,0,0,45.79,15,0
20191005,223000,0.04,2.91,0.1,0,0,24.01,0.07,0,0,0.45,19.94,198,11.08,15,0,0.1,215.6,0,0,45.47,15,0
20191005,224500,0.04,3.23,0.11,0,0,26.7,0.07,0,0,0.46,19.68,207,10.73,15,0,0.1,215.6,0,0,44.36,15,0
20191005,230000,0.25,3.63,0.12,0,0,29.92,0.08,0,0,0.46,19.38,189,12.77,15,0,0.1,215.6,0,0,45.02,15,0
20191005,231500,0.12,3.47,0.12,0,0,28.59,0.08,0,0,0.45,19.03,180,7.36,15,0,0.1,215.6,0,0,44.1,15,0
20191005,233000,0,3.32,0.11,0,0,27.4,0.07,0,0,0.44,18.78,201,6.47,15,0,0.1,215.6,0,0,44.56,15,0
20191005,234500,0.21,3.19,0.11,0,0,26.34,0.07,0,0,0.46,18.79,198,7.8,15,0,0.1,215.6,0,0,46.31,15,0
