dia_mes_ano,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,n.x,IRR,I_AC,V_AC,P_AC,I_DC,V_DC,n.y,P_DC
20191011,033000,0.04,3.69,0.12,0,0,30.49,0.08,0,0,0.46,21.9,81,3.99,15,0,1.87,1.87,0,0,44.95,15,0
20191011,034500,0.04,3.83,0.13,0,0,31.56,0.09,0,0,0.45,22.08,84,5.23,15,0,1.87,1.87,0,0,45.52,15,0
20191011,040000,0.16,3.69,0.12,0,0,30.42,0.08,0,0,0.45,22.13,69,4.61,15,0,1.87,1.87,0,0,43.95,15,0
20191011,041500,0.17,3.83,0.13,0,0,31.63,0.09,0,0,0.45,21.88,108,3.28,15,0,1.87,1.87,0,0,44.14,15,0
20191011,043000,0.61,3.72,0.12,0,0,30.73,0.09,0,0,0.44,22.08,72,5.32,15,0,1.87,1.87,0,0,44.89,15,0
20191011,044500,0.3,3.7,0.12,0,0,30.56,0.08,0,0,0.45,21.79,72,3.55,15,0,1.87,1.87,0,0,116.18,15,0
20191011,050000,0.61,3.96,0.13,0,0,32.67,0.09,0,0,0.45,21.52,111,3.01,15,1.5,1.74,17.4,0.71,0.01,507.71,14,5.08
20191011,051500,4.14,3.82,0.13,0,0,31.47,0.09,0,0,0.46,21.29,135,0.71,15,10.33,0.29,218.2,59.93,0.18,495.73,15,89.23
20191011,053000,42.9,3.97,0.13,0,0,32.79,0.09,0,0,0.46,23.76,135,0.44,15,28.87,0.89,218.19,192.93,0.4,542.1,15,216.84
20191011,054500,84.81,3.65,0.12,0,0,30.1,0.08,0,0,0.44,26.94,120,1.15,15,60.4,1.93,219.73,416.73,0.83,546.49,15,453.59
20191011,060000,132.01,4.58,0.15,0,0,37.82,0.1,0,0,0.47,26.64,57,4.61,15,108.53,3.6,219.03,787.27,1.58,517.4,15,817.49
20191011,061500,189.65,3.86,0.13,0,0,31.88,0.09,0,0,0.46,26.8,51,9.22,15,167.36,6.13,218.07,1335.79,2.5,543.54,14,1358.85
20191011,063000,250.08,3.73,0.12,0,0,30.8,0.09,0,0,0.46,27.52,51,14.01,15,235.33,9.19,218.45,2005.67,3.63,559.91,15,2032.47
20191011,064500,313.93,3.86,0.13,0,0,31.8,0.09,0,0,0.47,28.08,39,14.1,15,304.73,12.29,218.11,2677.13,4.77,568.94,15,2713.84
20191011,070000,373.82,3.67,0.12,0,0,30.31,0.08,0,0,0.46,28.94,39,15.52,15,375.2,15.25,218.43,3330.33,5.98,564.67,15,3376.73
20191011,071500,432.39,3.4,0.11,0,0,28.04,0.08,0,0,0.44,30.42,33,13.03,15,445.27,18.11,218.34,3955.4,7.11,560.19,15,3982.95
20191011,073000,494,3.02,0.1,0,0,24.9,0.07,0,0,0.45,30.74,96,16.67,15,513.73,20.56,220.09,4473.67,8.29,553.19,15,4585.95
20191011,074500,547.41,2.85,0.1,0,0,23.47,0.07,0,0,0.44,32.34,54,12.68,15,577.33,23.01,218.93,5035.87,9.36,545.36,15,5104.57
20191011,080000,604.13,2.52,0.08,0,0,20.78,0.06,0,0,0.44,33.55,96,12.77,15,637.33,25.1,218.67,5490.93,10.38,536.25,15,5566.28
20191011,081500,654.77,2.43,0.08,0,0,20.03,0.05,0,0,0.44,33.48,93,11.53,15,693.73,27.13,219.26,5951.2,11.32,531.57,15,6017.37
20191011,083000,704.74,2.65,0.09,0,0,21.84,0.06,0,0,0.44,33.89,84,11.44,15,747.6,28.92,219.09,6337.53,12.24,525.12,15,6427.47
20191011,084500,748.9,2.42,0.08,0,0,19.97,0.05,0,0,0.43,35.71,105,10.37,15,796.73,30.43,219.71,6687.73,13.07,519.55,15,6790.52
20191011,090000,793.06,2.26,0.08,0,0,18.65,0.05,0,0,0.44,34.84,141,14.19,15,840.87,32.05,219.89,7049.67,13.84,517.4,15,7160.82
20191011,091500,833.51,2.43,0.08,0,0,20.06,0.06,0,0,0.44,35.3,168,13.74,15,882.2,33.39,219.85,7270.53,14.54,516.49,15,7509.76
20191011,093000,870.67,2.5,0.08,0,0,20.66,0.06,0,0,0.42,34.88,102,15.34,15,920.64,34.5,221.08,7629.43,15.16,511.03,14,7747.21
20191011,094500,902.4,2.45,0.08,0,0,20.23,0.06,0,0,0.44,35.32,66,14.72,15,954.07,35.56,220.86,7855.14,15.74,507.49,14,7987.89
20191011,100000,930.95,2.66,0.09,0,0,21.97,0.06,0,0,0.43,35.25,111,15.34,15,982,36.44,219.93,8017.6,16.19,504.95,15,8175.14
20191011,101500,954.09,2.57,0.09,0,0,21.21,0.06,0,0,0.42,34.93,90,17.73,15,1006.6,37.49,219.8,8243,16.37,511.48,15,8372.93
20191011,103000,977.76,2.49,0.08,0,0,20.53,0.06,0,0,0.43,35.06,60,20.93,15,1028.4,37.43,221.14,8278.93,15.93,526.99,15,8394.95
20191011,104500,996.27,2.34,0.08,0,0,19.32,0.05,0,0,0.44,34.72,57,22.88,15,1043.4,37.61,220.05,8278.73,15.75,533.54,15,8403.25
20191011,110000,973.52,2.53,0.08,0,0,20.9,0.06,0,0,0.44,35.2,102,16.05,15,959.33,34.1,218.63,7477.4,13.98,539.57,15,7543.19
20191011,111500,1047.3,2.49,0.08,0,0,20.51,0.06,0,0,0.45,35.46,99,23.67,15,1086.33,37.59,220.2,8278.27,15.37,546.33,15,8397.09
20191011,113000,1007.64,2.78,0.09,0,0,22.95,0.06,0,0,0.42,35.12,90,17.82,15,973.6,33.7,218.25,7380.53,13.7,540.37,15,7403.07
20191011,114500,1052.45,2.7,0.09,0,0,22.23,0.06,0,0,0.43,35.47,102,15.34,15,1090.33,37.6,220.07,8278.87,15.61,539.22,15,8417.22
20191011,120000,958.98,2.62,0.09,0,0,21.6,0.06,0,0,0.43,35.61,96,15.25,15,1042.47,35.61,219.64,7838.53,14.75,538.24,15,7939.04
20191011,121500,641.28,3.18,0.11,0,0,26.24,0.07,0,0,0.43,35.29,90,17.02,15,784.33,27.99,220.03,5790.4,11.33,540.21,15,6120.58
20191011,123000,555.74,4.41,0.15,0,0,36.38,0.1,0,0,0.44,34.6,69,13.74,15,570.07,20.66,218.57,4548.4,8.24,548.86,15,4522.61
20191011,124500,971.54,3.74,0.12,0,0,30.88,0.09,0,0,0.42,35.85,150,15.25,15,1011.13,37.12,221.95,8235.93,15.89,526.44,15,8365.13
20191011,130000,954.22,3.28,0.11,0,0,27.03,0.07,0,0,0.43,36.29,153,16.05,15,1011.6,37.09,222.01,8122.6,16.1,519.81,15,8368.94
20191011,131500,538.16,3.34,0.11,0,0,27.53,0.08,0,0,0.42,35.69,114,14.54,15,550,21.71,218.96,4802.67,9.47,514.85,15,4875.63
20191011,133000,646.97,2.85,0.1,0,0,23.51,0.07,0,0,0.43,34.59,93,17.91,15,619.8,24.71,219.41,5474.4,10.43,533.39,15,5563.26
20191011,134500,436.36,3.18,0.11,0,0,26.25,0.07,0,0,0.44,35.27,111,13.3,15,485.73,18.59,217.75,4184.27,8,517.17,15,4137.36
20191011,140000,186.48,2.96,0.1,0,0,24.44,0.07,0,0,0.43,33.56,66,14.01,15,134.87,6.36,214.81,1365.2,2.64,524.86,15,1385.63
20191011,141500,628.99,2.64,0.09,0,0,21.82,0.06,0,0,0.45,34.55,48,14.63,15,142.87,24.26,218.75,5334.73,10.08,540.97,15,5452.98
20191011,143000,453.55,3.38,0.11,0,0,27.92,0.08,0,0,0.45,34.77,99,13.21,15,159.43,18.81,218.21,4079.36,7.96,526.46,14,4190.62
20191011,144500,549.4,3.08,0.1,0,0,25.46,0.07,0,0,0.45,34.64,87,15.52,15,166.87,21.34,217.96,4667.53,8.92,529.2,15,4720.46
20191011,150000,568.57,2.2,0.07,0,0,18.16,0.05,0,0,0.46,35.31,105,15.69,15,162.67,22.32,217.81,4866.47,9.38,524.12,15,4916.25
20191011,151500,503.65,2.06,0.07,0,0,17.02,0.05,0,0,0.44,35.02,156,14.45,15,134.73,19.56,218.14,4264.8,8.23,522.79,15,4302.56
20191011,153000,442.57,2.06,0.07,0,0,17.02,0.05,0,0,0.43,34.85,150,13.65,15,109.53,16.25,217.02,3530.67,6.88,521.35,15,3586.89
20191011,154500,382.28,2.13,0.07,0,0,17.56,0.05,0,0,0.44,34.82,129,17.29,15,296,14.02,216.86,3040.6,5.97,516.43,15,3083.09
20191011,160000,323.98,2.13,0.07,0,0,17.57,0.05,0,0,0.43,34.31,132,12.86,15,283.47,11.32,215.19,2436.67,4.83,510.23,15,2464.41
20191011,161500,255.5,2.1,0.07,0,0,17.28,0.05,0,0,0.45,33.98,168,11.17,15,212,8.37,214.56,1787.64,3.68,498.51,14,1834.52
20191011,163000,59.16,2.23,0.07,0,0,18.41,0.05,0,0,0.44,33.04,123,13.65,15,56,4.08,214.49,877.67,2.29,376.62,15,862.46
20191011,164500,40.92,2.4,0.08,0,0,19.83,0.05,0,0,0.45,32.44,123,10.2,15,32.4,1.55,213.19,328.8,0.71,507.63,15,360.42
20191011,170000,26.64,3.28,0.11,0,0,27.09,0.08,0,0,0.44,31.84,99,13.57,15,22.27,1.05,214.11,222.73,0.49,501.95,15,245.96
20191011,171500,9.98,5.36,0.18,0,0,44.2,0.12,0,0,0.43,31.33,57,8.87,15,13.2,0.58,213.65,122.33,0.3,489.34,15,146.8
20191011,173000,2.26,7.72,0.26,0,0,63.65,0.17,0,0,0.43,30.92,171,9.31,15,2.87,0.14,214.89,20.07,0.09,450.79,15,40.57
20191011,174500,0,12.69,0.42,0,0,104.71,0.29,0,0,0.44,30.55,102,8.69,15,0,0.09,215.4,0,0,365.31,15,0
20191011,180000,0,15.78,0.53,0,0,130.22,0.36,0.01,0,0.44,30.15,93,6.3,15,0,0.09,215.4,0,0,57.89,15,0
20191011,181500,0,13.99,0.47,0,0,115.45,0.32,0,0,0.44,29.87,81,7.09,15,0,0.09,215.4,0,0,42.03,15,0
20191011,183000,0.04,9.93,0.33,0,0,81.89,0.22,0,0,0.44,29.65,162,5.94,15,0,0.09,215.4,0,0,40.4,15,0
20191011,184500,0.25,8.1,0.27,0,0,66.86,0.18,0,0,0.45,29.5,129,8.87,15,0,0.09,215.4,0,0,40.29,15,0
20191011,190000,0,8.42,0.28,0,0,69.44,0.19,0,0,0.45,29.23,81,6.74,15,0,0.09,215.4,0,0,40.33,14,0
20191011,191500,0.04,10.64,0.35,0,0,87.79,0.24,0,0,0.46,28.92,60,4.52,15,0,0.09,215.4,0,0,40.93,14,0
20191011,193000,0.34,9.97,0.33,0,0,82.25,0.23,0,0,0.46,28.73,87,6.65,15,0,0.09,215.4,0,0,41.01,15,0
20191011,194500,0.17,8.16,0.27,0,0,67.37,0.18,0,0,0.45,28.61,114,9.31,15,0,0.09,215.4,0,0,40.97,15,0
20191011,200000,0,8.01,0.27,0,0,66.13,0.18,0,0,0.45,28.35,57,8.07,15,0,0.09,215.4,0,0,40.87,15,0
20191011,201500,0,8.4,0.28,0,0,69.28,0.19,0,0,0.45,28.07,48,5.94,15,0,0.09,215.4,0,0,41.85,15,0
20191011,203000,0.04,8.69,0.29,0,0,71.68,0.2,0,0,0.46,27.86,84,5.76,15,0,0.09,215.4,0,0,41.53,15,0
20191011,204500,0.04,8.34,0.28,0,0,68.79,0.19,0,0,0.45,27.68,102,5.85,15,0,0.09,215.4,0,0,41.89,15,0
20191011,210000,0,7.37,0.25,0,0,60.82,0.17,0,0,0.46,27.45,27,5.05,15,0,0.09,215.4,0,0,41.59,15,0
20191011,211500,0,7.07,0.24,0,0,58.31,0.16,0,0,0.46,27.39,75,6.56,15,0,0.09,215.4,0,0,41.48,15,0
20191011,213000,0,5.43,0.18,0,0,44.85,0.12,0,0,0.46,27.24,42,7.89,15,0,0.09,215.4,0,0,40.88,15,0
20191011,214500,0,4.71,0.16,0,0,38.89,0.11,0,0,0.46,26.93,27,8.16,15,0,0.09,215.4,0,0,41.84,15,0
20191011,220000,0,5.16,0.17,0,0,42.54,0.12,0,0,0.46,26.67,27,5.41,15,0,0.09,215.4,0,0,41.43,15,0
20191011,221500,0.04,5.12,0.17,0,0,42.24,0.12,0,0,0.46,26.42,21,7.27,15,0,0.09,215.4,0,0,41.51,15,0
20191011,223000,0.34,4.83,0.16,0,0,39.86,0.11,0,0,0.46,26.26,42,8.87,15,0,0.09,215.4,0,0,41.43,15,0
20191011,224500,0,4.53,0.15,0,0,37.39,0.1,0,0,0.45,26.05,90,5.23,15,0,0.09,215.4,0,0,41.45,15,0
20191011,230000,0,3.61,0.12,0,0,29.78,0.08,0,0,0.46,25.95,45,7.45,15,0,0.09,215.4,0,0,42.09,15,0
20191011,231500,0,3.39,0.11,0,0,27.98,0.08,0,0,0.46,25.84,48,5.67,15,0,0.09,215.4,0,0,41.53,15,0
20191011,233000,0.17,3.3,0.11,0,0,27.24,0.08,0,0,0.45,25.7,39,4.79,15,0,0.09,215.4,0,0,42.14,14,0
20191011,234500,0,3.21,0.11,0,0,26.53,0.07,0,0,0.45,25.09,45,2.47,14,0,0.09,215.4,0,0,42.01,14,0
